185248.9649600248,34376.88351250071,28645.583408009763,27511.777967971866,25870.33471324783,24675.65178105649,23035.763459790942,20980.767407275416,18906.129890583725,19676.275947575534,20087.187618872747,19655.194173946686,14165.75858568578,13444.166813078098,13093.805910942563,12633.143595387302,13377.263290527011,11028.962335538288,9982.481818192742,9566.132808654214,5467.966530442599,6115.857301664456,21485.99962549578,6224.071456415278
34376.88351250071,197739.9510427316,29288.477926022988,28234.679613063647,26514.55992523637,25034.19652752264,23211.261895339692,21457.79285155845,19238.395405372707,20119.502419602955,20127.018318610262,19781.7463184957,14798.986081502218,13484.875460695406,12636.984487752463,11828.849533311326,11993.206213735435,11408.366407658492,8165.169771904401,9143.431009395743,5346.2436824726765,5359.255796911083,22842.3848905675,5463.2742942413715
28645.583408009763,29288.477926022988,145415.98597413843,23768.66429629466,22443.69626977153,21246.78701615657,19795.38103858608,17995.266674435934,15989.674394298961,17014.20127439998,17406.287606046506,16883.930073995278,12162.835497541164,11180.678181125655,10587.97155249003,9923.720140050948,10156.162232708388,9450.563535828116,7065.501507287461,7688.622801293947,4552.897964007619,4542.259310221161,19073.665622984765,4564.616318850443
27511.777967971866,28234.679613063647,23768.66429629466,141553.61194136718,21463.559253383235,20083.89304412992,18860.2079703902,17432.46172436806,15203.594813555943,16438.51499390849,16512.940364997805,16182.382001430171,11856.993095420561,10955.264890509148,10055.71086483361,9508.427997361401,9383.298963637719,9309.715589803738,6385.370582484202,7522.265211798426,4346.567357099802,4238.538807221077,18465.370283484477,5240.0095661687155
25870.33471324783,26514.55992523637,22443.69626977153,21463.559253383235,131988.45540806474,19445.702746754527,17732.887635663,16446.922797161493,14221.759679897792,15428.880170568926,15774.611978722955,15220.785656649821,11308.185852047018,10418.459943398626,9712.89331454947,9184.85304358346,9096.649718288203,8861.877842143305,6427.765687596915,7249.7876856850335,4291.823676995081,4136.347419379816,17444.688130956496,4166.586862518598
24675.65178105649,25034.19652752264,21246.78701615657,20083.89304412992,19445.702746754527,122540.12104485917,16901.60525545545,15424.13126373336,13383.311229187533,14340.349175294974,14746.490845398474,14551.57615334966,10452.163928962284,9508.046139784503,8983.52829577414,8566.986049270128,8615.293423418758,8101.012745049229,6099.291261130323,6630.188779282532,3773.0279001213266,3854.0671538560387,16416.02186456466,4493.054809924644
23035.763459790942,23211.261895339692,19795.38103858608,18860.2079703902,17732.887635663,16901.60525545545,122254.06077860242,14436.884240082572,12802.884549876157,13546.958625922685,13871.131076524442,13562.720740265191,9886.486025122318,9095.85136739339,8500.999335085973,8273.409201578357,8288.524794674284,7672.541534279749,5980.202286906725,6414.074650985403,3809.974017542782,3687.214735578087,15143.17998916523,3725.1463681049427
20980.767407275416,21457.79285155845,17995.266674435934,17432.46172436806,16446.922797161493,15424.13126373336,14436.884240082572,106152.72611420126,11712.965667809984,12448.617410999304,12840.658084292805,12512.1356173868,9127.053633985455,8313.733501795052,7806.953506164473,7611.288344283704,7539.926668208516,7202.686141524422,5258.091656041907,5851.163420910088,3434.2888342948095,3323.363460652766,14185.684274061801,3605.9115552871294
18906.129890583725,19238.395405372707,15989.674394298961,15203.594813555943,14221.759679897792,13383.311229187533,12802.884549876157,11712.965667809984,90909.26700113899,11202.01255928369,11403.435110425487,11012.14450036893,8043.466957347363,7795.448199100974,7471.0020427522895,7310.06593608764,7561.184839550732,6556.294970289734,5438.0429643075995,5915.804967375242,3355.18129545809,3593.3444442346777,12070.682552575096,3048.131176346476
19676.275947575534,20119.502419602955,17014.20127439998,16438.51499390849,15428.880170568926,14340.349175294974,13546.958625922685,12448.617410999304,11202.01255928369,100228.88505514781,11980.460584857592,11743.493905085825,8633.22253908065,7981.98526796785,7722.304905224194,7332.963719858578,7377.102097413774,6922.442423528557,5176.539113935767,5752.377831175644,3405.330669785464,3579.560871519144,12956.713482212597,4013.702846985369
