1	2	20.0
1	3	5.0
1	4	6.0
1	5	3.0
1	6	4.0
1	7	3.0
1	8	5.0
1	9	6.0
1	10	2.0
1	11	5.0
1	12	1.0
1	13	1.0
1	14	1.0
1	15	4.0
1	16	1.0
1	17	6.0
1	18	3.0
1	19	2.0
1	20	2.0
1	22	1.0
1	23	2.0
1	24	5.0
1	25	3.0
1	26	2.0
1	27	3.0
1	29	2.0
1	30	4.0
1	31	1.0
1	32	1.0
1	33	1.0
1	34	3.0
1	37	2.0
1	38	5.0
1	39	3.0
1	40	1.0
1	41	3.0
1	42	2.0
1	44	1.0
1	45	3.0
1	46	1.0
1	47	1.0
1	48	4.0
1	49	2.0
1	50	3.0
1	51	5.0
1	53	5.0
1	54	3.0
1	55	1.0
1	56	1.0
1	57	2.0
1	58	2.0
1	59	4.0
1	60	4.0
1	61	2.0
1	62	2.0
1	63	1.0
1	66	4.0
1	67	2.0
1	71	5.0
1	72	1.0
1	73	2.0
1	74	4.0
1	75	2.0
1	76	2.0
1	77	3.0
1	78	3.0
1	79	4.0
1	80	1.0
1	81	2.0
1	82	2.0
1	83	3.0
1	84	4.0
1	85	4.0
1	86	2.0
1	88	4.0
1	90	5.0
1	91	3.0
1	92	3.0
1	93	2.0
1	94	5.0
1	95	3.0
1	96	3.0
1	97	5.0
1	98	3.0
1	99	1.0
1	100	1.0
1	101	5.0
1	102	1.0
1	103	1.0
1	104	1.0
1	105	5.0
1	106	5.0
1	107	5.0
1	108	2.0
1	109	6.0
1	110	2.0
1	111	1.0
1	112	4.0
1	113	2.0
1	114	2.0
1	115	4.0
1	116	4.0
1	117	10.0
1	118	9.0
1	119	3.0
1	120	2.0
1	121	5.0
1	122	3.0
2	3	18.0
2	4	16.0
2	5	11.0
2	6	12.0
2	7	5.0
2	8	4.0
2	9	8.0
2	10	5.0
2	11	1.0
2	12	5.0
2	13	3.0
2	14	5.0
2	16	1.0
2	17	2.0
2	18	2.0
2	19	2.0
2	20	4.0
2	21	5.0
2	22	4.0
2	23	4.0
2	24	2.0
2	25	3.0
2	26	5.0
2	27	1.0
2	28	1.0
2	29	2.0
2	30	1.0
2	31	3.0
2	33	1.0
2	34	2.0
2	35	1.0
2	36	4.0
2	37	1.0
2	38	2.0
2	40	2.0
2	41	2.0
2	42	3.0
2	43	3.0
2	44	2.0
2	45	2.0
2	46	2.0
2	47	1.0
2	48	6.0
2	49	3.0
2	50	5.0
2	51	3.0
2	52	4.0
2	53	2.0
2	54	5.0
2	55	5.0
2	56	2.0
2	57	2.0
2	58	3.0
2	59	1.0
2	60	3.0
2	61	1.0
2	62	2.0
2	63	1.0
2	64	2.0
2	66	3.0
2	67	2.0
2	68	1.0
2	69	4.0
2	70	4.0
2	71	5.0
2	72	3.0
2	73	4.0
2	74	2.0
2	75	3.0
2	76	1.0
2	77	4.0
2	78	3.0
2	79	4.0
2	80	2.0
2	81	2.0
2	82	4.0
2	83	3.0
2	84	6.0
2	85	1.0
2	86	1.0
2	87	3.0
2	88	2.0
2	89	4.0
2	90	2.0
2	91	3.0
2	92	1.0
2	93	2.0
2	94	1.0
2	95	2.0
2	96	1.0
2	97	1.0
2	98	4.0
2	99	2.0
2	100	6.0
2	101	3.0
2	102	1.0
2	103	5.0
2	104	2.0
2	105	4.0
2	106	2.0
2	107	5.0
2	108	8.0
2	109	6.0
2	110	3.0
2	111	8.0
2	112	3.0
2	113	4.0
2	114	4.0
2	115	7.0
2	116	3.0
2	117	3.0
2	118	6.0
2	119	1.0
2	120	4.0
2	121	12.0
2	122	7.0
3	4	37.0
3	5	22.0
3	6	15.0
3	7	28.0
3	8	14.0
3	9	10.0
3	10	10.0
3	11	13.0
3	12	7.0
3	13	1.0
3	14	5.0
3	15	5.0
3	16	4.0
3	17	5.0
3	18	2.0
3	19	3.0
3	20	1.0
3	21	3.0
3	22	7.0
3	23	4.0
3	24	3.0
3	25	7.0
3	26	1.0
3	27	1.0
3	28	4.0
3	29	3.0
3	30	3.0
3	32	3.0
3	34	3.0
3	35	3.0
3	36	1.0
3	37	1.0
3	38	1.0
3	39	2.0
3	40	2.0
3	42	2.0
3	43	6.0
3	44	2.0
3	45	2.0
3	46	2.0
3	47	3.0
3	48	3.0
3	49	4.0
3	50	5.0
3	51	2.0
3	52	3.0
3	53	4.0
3	54	4.0
3	55	7.0
3	56	2.0
3	57	1.0
3	58	1.0
3	59	2.0
3	60	5.0
3	62	1.0
3	63	8.0
3	66	1.0
3	67	4.0
3	68	1.0
3	69	2.0
3	70	3.0
3	71	4.0
3	72	1.0
3	73	5.0
3	74	6.0
3	75	3.0
3	76	1.0
3	77	4.0
3	78	3.0
3	79	2.0
3	80	3.0
3	81	4.0
3	82	2.0
3	83	1.0
3	84	3.0
3	85	2.0
3	86	4.0
3	87	2.0
3	88	1.0
3	89	4.0
3	91	3.0
3	93	4.0
3	94	1.0
3	95	3.0
3	96	4.0
3	97	2.0
3	98	6.0
3	99	3.0
3	100	5.0
3	101	1.0
3	102	2.0
3	103	1.0
3	104	3.0
3	105	5.0
3	106	3.0
3	107	4.0
3	108	4.0
3	109	2.0
3	110	5.0
3	111	4.0
3	112	4.0
3	113	8.0
3	114	7.0
3	115	3.0
3	116	5.0
3	117	5.0
3	118	4.0
3	119	5.0
3	120	12.0
3	121	4.0
3	122	4.0
4	5	57.0
4	6	34.0
4	7	20.0
4	8	11.0
4	9	4.0
4	10	11.0
4	11	16.0
4	12	4.0
4	13	7.0
4	14	4.0
4	15	2.0
4	16	7.0
4	17	6.0
4	18	8.0
4	19	3.0
4	20	1.0
4	21	3.0
4	22	7.0
4	23	4.0
4	24	3.0
4	25	3.0
4	26	4.0
4	27	2.0
4	28	2.0
4	29	5.0
4	30	1.0
4	31	5.0
4	33	1.0
4	35	2.0
4	37	4.0
4	38	1.0
4	39	7.0
4	40	2.0
4	41	3.0
4	42	3.0
4	43	4.0
4	44	1.0
4	46	3.0
4	47	3.0
4	48	2.0
4	49	4.0
4	50	5.0
4	51	6.0
4	52	6.0
4	53	5.0
4	54	6.0
4	55	2.0
4	57	3.0
4	58	1.0
4	59	1.0
4	60	5.0
4	61	1.0
4	62	3.0
4	63	7.0
4	64	3.0
4	65	4.0
4	66	1.0
4	67	9.0
4	68	3.0
4	69	3.0
4	70	5.0
4	71	5.0
4	72	2.0
4	73	4.0
4	74	5.0
4	75	3.0
4	76	1.0
4	77	4.0
4	78	3.0
4	79	4.0
4	80	5.0
4	81	4.0
4	82	7.0
4	83	6.0
4	84	6.0
4	85	4.0
4	86	2.0
4	87	3.0
4	88	1.0
4	89	3.0
4	90	1.0
4	91	2.0
4	92	1.0
4	93	2.0
4	94	3.0
4	95	2.0
4	96	2.0
4	98	1.0
4	99	4.0
4	100	4.0
4	101	3.0
4	102	4.0
4	103	5.0
4	104	4.0
4	105	8.0
4	106	6.0
4	107	4.0
4	108	5.0
4	109	3.0
4	110	3.0
4	111	2.0
4	112	6.0
4	113	4.0
4	114	6.0
4	115	2.0
4	116	8.0
4	117	6.0
4	118	5.0
4	119	6.0
4	120	4.0
4	121	5.0
4	122	7.0
5	6	40.0
5	7	66.0
5	8	13.0
5	9	11.0
5	10	5.0
5	11	13.0
5	12	4.0
5	13	5.0
5	14	9.0
5	15	4.0
5	16	6.0
5	17	4.0
5	18	3.0
5	19	6.0
5	20	6.0
5	21	2.0
5	22	3.0
5	23	7.0
5	24	3.0
5	25	2.0
5	27	5.0
5	28	4.0
5	29	2.0
5	30	1.0
5	31	3.0
5	32	3.0
5	33	2.0
5	36	1.0
5	37	4.0
5	38	1.0
5	39	1.0
5	40	3.0
5	41	5.0
5	42	5.0
5	43	2.0
5	45	2.0
5	46	3.0
5	47	1.0
5	49	7.0
5	50	3.0
5	51	5.0
5	52	6.0
5	53	3.0
5	54	4.0
5	55	2.0
5	56	1.0
5	57	3.0
5	58	1.0
5	59	7.0
5	60	8.0
5	61	4.0
5	62	2.0
5	63	1.0
5	65	4.0
5	66	3.0
5	67	2.0
5	68	2.0
5	69	1.0
5	70	3.0
5	71	8.0
5	72	3.0
5	73	4.0
5	74	7.0
5	75	11.0
5	76	3.0
5	77	6.0
5	78	4.0
5	79	3.0
5	80	6.0
5	82	3.0
5	83	1.0
5	84	6.0
5	85	6.0
5	86	2.0
5	87	1.0
5	88	4.0
5	89	4.0
5	90	4.0
5	91	6.0
5	92	2.0
5	93	3.0
5	94	1.0
5	95	5.0
5	96	5.0
5	97	2.0
5	98	2.0
5	99	4.0
5	100	3.0
5	101	3.0
5	102	6.0
5	103	2.0
5	104	3.0
5	105	6.0
5	106	3.0
5	107	5.0
5	108	8.0
5	109	6.0
5	110	3.0
5	111	2.0
5	112	4.0
5	113	6.0
5	114	5.0
5	115	4.0
5	116	2.0
5	117	8.0
5	118	4.0
5	119	4.0
5	120	8.0
5	121	7.0
5	122	1.0
6	7	45.0
6	8	15.0
6	9	2.0
6	10	10.0
6	11	8.0
6	12	2.0
6	13	4.0
6	14	7.0
6	15	7.0
6	16	5.0
6	17	5.0
6	18	6.0
6	19	6.0
6	20	4.0
6	21	4.0
6	22	1.0
6	23	8.0
6	24	6.0
6	25	2.0
6	26	4.0
6	27	3.0
6	28	4.0
6	29	3.0
6	30	5.0
6	31	2.0
6	32	2.0
6	33	2.0
6	34	2.0
6	36	2.0
6	37	1.0
6	39	2.0
6	40	2.0
6	41	2.0
6	42	5.0
6	43	1.0
6	44	2.0
6	45	3.0
6	46	2.0
6	47	2.0
6	48	7.0
6	49	7.0
6	50	8.0
6	51	6.0
6	52	6.0
6	53	7.0
6	54	2.0
6	55	5.0
6	56	3.0
6	57	2.0
6	58	5.0
6	59	2.0
6	60	3.0
6	61	7.0
6	62	3.0
6	63	4.0
6	64	5.0
6	65	1.0
6	66	3.0
6	67	4.0
6	68	4.0
6	69	2.0
6	70	6.0
6	71	7.0
6	72	5.0
6	73	5.0
6	74	11.0
6	75	4.0
6	76	3.0
6	77	7.0
6	78	3.0
6	79	2.0
6	80	4.0
6	81	5.0
6	83	2.0
6	84	6.0
6	85	4.0
6	86	6.0
6	87	2.0
6	88	3.0
6	89	2.0
6	90	5.0
6	91	8.0
6	92	3.0
6	93	4.0
6	94	2.0
6	95	2.0
6	96	4.0
6	97	3.0
6	98	3.0
6	99	6.0
6	100	3.0
6	101	2.0
6	102	3.0
6	103	2.0
6	104	2.0
6	105	4.0
6	106	4.0
6	107	6.0
6	108	4.0
6	109	3.0
6	110	5.0
6	111	3.0
6	112	4.0
6	113	5.0
6	114	2.0
6	115	6.0
6	116	4.0
6	117	5.0
6	118	7.0
6	119	4.0
6	120	1.0
6	121	4.0
6	122	5.0
7	8	13.0
7	9	8.0
7	10	17.0
7	11	8.0
7	12	7.0
7	13	5.0
7	14	5.0
7	15	6.0
7	16	4.0
7	17	3.0
7	18	4.0
7	19	7.0
7	20	3.0
7	21	2.0
7	22	6.0
7	23	6.0
7	24	7.0
7	25	2.0
7	26	1.0
7	27	3.0
7	28	5.0
7	29	3.0
7	31	7.0
7	32	3.0
7	33	4.0
7	34	4.0
7	36	1.0
7	37	1.0
7	38	1.0
7	39	2.0
7	40	3.0
7	41	4.0
7	43	2.0
7	44	2.0
7	45	3.0
7	47	4.0
7	48	7.0
7	49	3.0
7	50	4.0
7	51	4.0
7	52	2.0
7	53	2.0
7	54	3.0
7	55	1.0
7	56	4.0
7	57	2.0
7	58	3.0
7	59	9.0
7	60	8.0
7	61	2.0
7	62	6.0
7	63	3.0
7	64	5.0
7	65	5.0
7	66	3.0
7	67	4.0
7	69	6.0
7	70	1.0
7	71	7.0
7	72	8.0
7	73	5.0
7	74	3.0
7	75	5.0
7	76	4.0
7	77	7.0
7	78	3.0
7	79	1.0
7	80	2.0
7	81	3.0
7	82	3.0
7	83	2.0
7	84	3.0
7	85	3.0
7	86	1.0
7	87	6.0
7	88	3.0
7	89	2.0
7	90	5.0
7	92	2.0
7	93	3.0
7	95	4.0
7	96	4.0
7	97	2.0
7	98	5.0
7	99	5.0
7	100	4.0
7	101	2.0
7	102	5.0
7	103	1.0
7	104	1.0
7	105	6.0
7	106	8.0
7	107	3.0
7	108	8.0
7	109	3.0
7	110	11.0
7	111	2.0
7	112	6.0
7	113	3.0
7	114	7.0
7	115	1.0
7	116	3.0
7	117	9.0
7	118	3.0
7	119	5.0
7	120	3.0
7	121	8.0
7	122	5.0
8	9	23.0
8	10	13.0
8	11	26.0
8	12	8.0
8	13	5.0
8	14	6.0
8	15	4.0
8	16	5.0
8	17	5.0
8	18	7.0
8	19	10.0
8	20	4.0
8	21	5.0
8	22	6.0
8	23	5.0
8	24	3.0
8	25	3.0
8	26	1.0
8	27	3.0
8	28	6.0
8	29	4.0
8	30	6.0
8	31	2.0
8	32	2.0
8	33	3.0
8	34	2.0
8	35	1.0
8	36	1.0
8	37	1.0
8	39	3.0
8	41	2.0
8	42	3.0
8	43	5.0
8	44	2.0
8	45	3.0
8	46	4.0
8	47	3.0
8	48	6.0
8	49	3.0
8	50	4.0
8	51	2.0
8	52	2.0
8	53	1.0
8	54	5.0
8	55	9.0
8	56	1.0
8	57	7.0
8	58	2.0
8	59	4.0
8	60	5.0
8	61	4.0
8	62	5.0
8	63	2.0
8	64	4.0
8	65	2.0
8	66	1.0
8	67	3.0
8	68	3.0
8	70	4.0
8	71	10.0
8	72	5.0
8	73	1.0
8	74	4.0
8	75	2.0
8	76	2.0
8	77	6.0
8	78	7.0
8	79	3.0
8	80	2.0
8	81	7.0
8	82	7.0
8	83	2.0
8	84	3.0
8	85	2.0
8	86	1.0
8	87	1.0
8	88	2.0
8	89	2.0
8	90	5.0
8	91	6.0
8	92	4.0
8	93	5.0
8	94	3.0
8	95	4.0
8	96	5.0
8	97	3.0
8	98	4.0
8	99	3.0
8	100	6.0
8	101	4.0
8	102	4.0
8	103	2.0
8	104	5.0
8	105	6.0
8	106	3.0
8	107	4.0
8	108	9.0
8	109	7.0
8	110	5.0
8	111	4.0
8	112	4.0
8	113	3.0
8	114	5.0
8	115	3.0
8	116	8.0
8	117	6.0
8	118	3.0
8	119	2.0
8	120	8.0
8	121	11.0
8	122	7.0
9	10	18.0
9	11	14.0
9	12	15.0
9	13	8.0
9	14	10.0
9	15	10.0
9	16	7.0
9	17	2.0
9	18	3.0
9	19	7.0
9	20	3.0
9	21	5.0
9	23	6.0
9	24	6.0
9	25	3.0
9	26	5.0
9	27	2.0
9	29	4.0
9	31	3.0
9	32	2.0
9	33	2.0
9	35	1.0
9	36	1.0
9	37	4.0
9	38	3.0
9	39	2.0
9	40	1.0
9	41	2.0
9	43	1.0
9	44	1.0
9	46	1.0
9	47	4.0
9	48	2.0
9	49	1.0
9	50	2.0
9	51	4.0
9	52	3.0
9	53	7.0
9	54	2.0
9	55	1.0
